车名,车牌,类型,评分,最高价,最低价,总评数,差评词,差评词次数,总评前几,总评前几内容次数,好评词,好评词次数,手动耗油/L,自动耗油/L
奥迪Q7,奥迪,中大型SUV,4.54,984800,699800,57,"音响一般般,味道大,储物空间不多",18,"乘坐空间满意,转向手感很轻,乘坐空间没问题,外观漂亮,隔音好,整车配置帅,油耗能接受,后备厢空间非常大,油耗满意,音响一般般",152,"乘坐空间满意,转向手感很轻,乘坐空间没问题",62,,
途昂,大众,中大型SUV,4.54,518900,308900,901,"悬架减震偏硬,起步动力有点肉,悬架减震偏硬",195,"乘坐空间满意,外观霸气,功能配置齐全,转向手感很轻,转向精准,车内静音效果不错,悬架减震偏硬,操控比较灵活,储物空间很多,后备厢空间大",2263,"乘坐空间满意,外观霸气,功能配置齐全",1506,,
揽胜运动版,路虎,中大型SUV,4.51,1888000,928000,17,"起步动力肉,油耗不满意,悬架减震很硬",14,"外观霸气,起步动力肉,油耗不满意,乘坐空间足够,悬架减震很硬,中控屏很好用",30,"外观霸气,中控屏很好用,乘坐空间足够",16,,
探险者,福特,中大型SUV,4.5,606800,422800,110,"味道挺重,悬架减震偏硬,远光灯不亮",27,"乘坐空间不错,外观霸气,油耗满意,车内静音效果不错,后备厢空间大,味道挺重,悬架减震偏硬,定速巡航完美,前排座椅很舒服,座椅按摩很舒服",234,"乘坐空间不错,外观霸气,油耗满意",155,,
奔驰GLE,奔驰,中大型SUV,4.49,1389800,711800,4,,0,"外观霸气,隔音效果好,乘坐空间够用",12,"外观霸气,隔音效果好,乘坐空间够用",12,,
雷克萨斯RX,雷克萨斯,中大型SUV,4.45,810000,390000,399,"起步动力肉,发动机噪音有点大,导航难用",82,"乘坐空间舒适,外观漂亮,油耗满意,安全配置比较到位,转向手感很轻,前排座椅舒适,保养费用免费,内饰造型很满意,隔音很好,储物空间很多",827,"乘坐空间舒适,外观漂亮,油耗满意",472,,
奔驰GLE AMG,奔驰,中大型SUV,4.44,1848800,965800,19,"音响效果很一般,氛围灯不均匀,悬架减震偏软",9,"乘坐空间不错,外观霸气,后备厢空间很大,储物空间够用,后排空间小,氛围灯不均匀,音响效果很一般,高速油耗满意,加速动力十足,悬架减震偏软",41,"乘坐空间不错,外观霸气,后备厢空间很大",19,,
英菲尼迪QX70,英菲尼迪,中大型SUV,4.44,754800,754800,12,悬架减震太硬,5,"外观拉风,油耗满意,全景摄像头很棒,悬架减震太硬",25,"外观拉风,油耗满意,全景摄像头很棒",20,,
大切诺基(进口),Jeep,中大型SUV,4.43,1199900,529900,132,"油耗不满意,储物空间小,内饰做工太粗糙",31,"乘坐空间不错,外观霸气,油耗不满意,安全配置很高,后备厢空间很大,车内静音效果不错,转向精准,加速动力很强,储物空间小,操控很棒",164,"乘坐空间不错,外观霸气,安全配置很高",87,,
昂科雷,别克,中大型SUV,4.41,649000,509000,29,油耗不满足,9,"乘坐空间舒适,外观霸气,油耗不满足,车内静音效果不错,氛围灯很炫",40,"乘坐空间舒适,外观霸气,氛围灯很炫",28,,
发现,路虎,中大型SUV,4.4,959800,688000,23,"油耗不算低,油耗不低,起步动力略肉",12,"乘坐空间满意,油耗不算低,油耗不低,后备厢空间太小,储物空间大,转向手感很轻,起步动力略肉",44,"乘坐空间满意,转向手感很轻,储物空间大",29,,
Model X,特斯拉,中大型SUV,4.39,1189300,796800,17,悬架减震偏硬,3,"乘坐空间出色,外观动感,加速动力很棒,后排空间大,转向精准,操控感非常好,后备厢空间完美,悬架减震偏硬",41,"乘坐空间出色,外观动感,加速动力很棒",26,,
Cayenne,保时捷,中大型SUV,4.35,1858000,918000,27,"味道比较大,内饰塑料感严重",8,"外观不错,隔音很强,乘坐空间不错,乘坐空间够用,储物空间够用,味道比较大,中控屏很清,后备厢空间大,油耗满意,内饰塑料感严重",53,"外观不错,隔音很强,乘坐空间不错",23,,
Levante,玛莎拉蒂,中大型SUV,4.31,1958000,868800,62,"油耗不满意,后排空间略小,音响不太满意",33,"外观霸气,油耗不满意,乘坐空间足够,后排空间略小,转向精准,前排空间充足,隔音效果好,操控不错,音响不太满意,悬架很舒服",110,"外观霸气,乘坐空间足够,转向精准",53,,
北京BJ80,北京,中大型SUV,4.29,398000,288000,45,"油耗偏高,方向盘虚位,储物空间少",32,"乘坐空间没得说,外观霸气,油耗偏高,方向盘虚位,后备厢空间很大,储物空间少,外漆面很厚,悬架舒适,风噪太大,底盘悬架扎实",103,"乘坐空间没得说,外观霸气,后备厢空间很大",52,,
宝马X5 M,宝马,中大型SUV,4.23,1728900,1728900,10,油耗不满意,3,"油耗不满意,空间有蛮舒服",6,空间有蛮舒服,3,,
帕杰罗(进口),三菱,中大型SUV,4.17,429800,349800,20,"油耗不低,储物空间少,悬架减震偏硬",24,"油耗不低,乘坐空间够用,外观霸气,操控轻松,储物空间少,保养费用免费,路感反馈清晰,转向手感跑偏,风噪明显,发动机输出非常平顺",66,"乘坐空间够用,外观霸气,操控轻松",30,,
宝马X6,宝马,中大型SUV,4.15,1049900,773900,15,"高速油耗并不低,悬架减震有一点硬",7,"外观特别时尚,高速油耗并不低,悬架减震有一点硬,路感反馈清晰",16,"外观特别时尚,路感反馈清晰",9,,
奔驰G级AMG,奔驰,中大型SUV,3.96,3532800,2146800,9,乘坐空间不够,3,"外观霸气,乘坐空间不够",9,外观霸气,6,,
领航员,林肯,大型SUV,4.74,1218000,1118000,10,,0,"乘坐空间无敌,外观霸气",14,"乘坐空间无敌,外观霸气",14,,
英菲尼迪QX80,英菲尼迪,大型SUV,4.66,1138000,1138000,7,,0,外观霸气,5,外观霸气,5,,
途乐,日产,大型SUV,4.38,841800,558000,61,"油耗不满意,转向有虚位,大灯太暗",26,"乘坐空间满意,外观霸气,油耗不满意,前排座椅很舒服,隔音完美,高速油耗满意,安全配置高科技,后备厢空间很大,外漆面很好,操控不错",148,"乘坐空间满意,外观霸气,前排座椅很舒服",86,,
